,image_name,c1,c2,c3,c4,c5,c_total,MOS,SD,set
2238,3577464388.jpg,0.0,0.00934579439252,0.532710280374,0.457943925234,0.0,107,67.6629464286,0.518227109458,validation
2266,3601352242.jpg,0.0,0.0363636363636,0.518181818182,0.436363636364,0.00909090909091,110,66.9294871795,0.580759044317,validation
2267,3603046487.jpg,0.0,0.247706422018,0.660550458716,0.0917431192661,0.0,109,49.371794871800006,0.563952846837,validation
2269,3604508101.jpg,0.0,0.00934579439252,0.7009345794390001,0.289719626168,0.0,107,63.55,0.471736905476,validation
2291,3620678223.jpg,0.0,0.09708737864080001,0.640776699029,0.26213592233000005,0.0,103,59.2041284404,0.57899655217,validation
2313,364777572.jpg,0.0,0.0366972477064,0.651376146789,0.302752293578,0.009174311926610001,109,63.243303571400006,0.54588940542,validation
2323,3658535721.jpg,0.0,0.0,0.1875,0.7678571428569999,0.044642857142900005,112,78.0,0.462214467149,validation
2324,3658667754.jpg,0.0,0.0190476190476,0.4,0.5714285714289999,0.00952380952381,105,69.8448275862,0.5522183037030001,validation
2328,3662491369.jpg,0.0183486238532,0.247706422018,0.559633027523,0.17431192660599998,0.0,109,48.2121848739,0.6984035968529999,validation
2329,3662558151.jpg,0.02,0.32,0.61,0.05,0.0,100,45.8073394495,0.59789191956,validation
2332,3663369776.jpg,0.0,0.008849557522120001,0.256637168142,0.690265486726,0.0442477876106,113,74.6260504202,0.534670284874,validation
2338,3670445078.jpg,0.103448275862,0.613793103448,0.268965517241,0.013793103448299999,0.0,145,31.739726027399996,0.626903232433,validation
2356,3689872234.jpg,0.00943396226415,0.490566037736,0.490566037736,0.00943396226415,0.0,106,40.875,0.538958431121,validation
2362,3697493807.jpg,0.0,0.0,0.0761904761905,0.8,0.12380952380999999,105,82.2909482759,0.44680387155199996,validation
2363,3697530291.jpg,0.0,0.00980392156863,0.117647058824,0.745098039216,0.127450980392,102,82.0064655172,0.535753342818,validation
2372,3707022590.jpg,0.0,0.0,0.10810810810799999,0.7837837837839999,0.10810810810799999,111,81.52564102560001,0.467099366497,validation
2383,3715780832.jpg,0.0,0.09259259259260001,0.592592592593,0.305555555556,0.00925925925926,108,61.834782608699996,0.620618947631,validation
2405,3736336896.jpg,0.0,0.24545454545499998,0.645454545455,0.109090909091,0.0,110,49.831081081099995,0.582264997322,validation
2414,3741259519.jpg,0.0,0.0471698113208,0.556603773585,0.367924528302,0.0283018867925,106,66.342920354,0.624161611988,validation
2418,374612387.jpg,0.00961538461538,0.05769230769230001,0.46153846153800004,0.46153846153800004,0.00961538461538,104,64.1334745763,0.661261383175,validation
2425,375446021.jpg,0.0,0.252336448598,0.7009345794390001,0.046728971962599994,0.0,107,48.2165178571,0.509130182355,validation
2450,3775591333.jpg,0.0194174757282,0.39805825242700005,0.553398058252,0.0291262135922,0.0,103,43.6378504673,0.584722042293,validation
2482,3805107589.jpg,0.0,0.0648148148148,0.722222222222,0.21296296296300002,0.0,108,59.4612068966,0.508154344329,validation
2503,3824105113.jpg,0.0,0.147826086957,0.6695652173910001,0.182608695652,0.0,115,55.8834745763,0.576292365838,validation
2506,3824485636.jpg,0.018691588785,0.327102803738,0.476635514019,0.158878504673,0.018691588785,107,48.1625,0.7829067911030001,validation
2515,3827911032.jpg,0.0,0.0294117647059,0.44117647058799997,0.5196078431369999,0.00980392156863,102,72.3971962617,0.5758351324700001,validation
2529,3843859642.jpg,0.0,0.0754716981132,0.518867924528,0.38679245283,0.0188679245283,106,65.8214285714,0.647963150484,validation
2532,3846071699.jpg,0.0,0.0314960629921,0.574803149606,0.393700787402,0.0,127,66.3503937008,0.5443693211,validation
2534,3847022878.jpg,0.0,0.0,0.5940594059409999,0.386138613861,0.019801980198,101,66.475,0.535659120215,validation
2572,3876523676.jpg,0.0,0.0277777777778,0.342592592593,0.611111111111,0.0185185185185,108,72.2105263158,0.575473678809,validation
2585,3891717415.jpg,0.0,0.00990099009901,0.425742574257,0.5643564356440001,0.0,101,71.4196428571,0.519138662108,validation
2590,3895663827.jpg,0.0,0.346534653465,0.5643564356440001,0.0891089108911,0.0,101,46.6805555556,0.610793997131,validation
2598,3904942577.jpg,0.295238095238,0.695238095238,0.00952380952381,0.0,0.0,105,18.2173913043,0.474631146549,validation
2613,3918062562.jpg,0.0,0.00970873786408,0.252427184466,0.650485436893,0.0873786407767,103,76.7435344828,0.589908148642,validation
2619,392179845.jpg,0.368055555556,0.5972222222219999,0.0347222222222,0.0,0.0,144,16.2482758621,0.541946762797,validation
2630,3932630945.jpg,0.0,0.038834951456300004,0.563106796117,0.39805825242700005,0.0,103,61.6227678571,0.557557153178,validation
2648,3946405001.jpg,0.0,0.0,0.34285714285700003,0.647619047619,0.00952380952381,105,71.6228448276,0.49354811679300004,validation
2651,3948277105.jpg,0.0,0.0654205607477,0.747663551402,0.18691588785,0.0,107,57.9789719626,0.489710741997,validation
2659,3952840501.jpg,0.0,0.0078125,0.328125,0.640625,0.0234375,128,76.0,0.5314308978719999,validation
2663,3955560376.jpg,0.00943396226415,0.0377358490566,0.5,0.44339622641500004,0.00943396226415,106,63.0847457627,0.629108240922,validation
2666,3960128594.jpg,0.0,0.14705882352900002,0.7352941176469999,0.117647058824,0.0,102,53.5555555556,0.516190968441,validation
2678,3966829877.jpg,0.0,0.0285714285714,0.438095238095,0.504761904762,0.0285714285714,105,68.07608695649999,0.605530070819,validation
2689,3976883946.jpg,0.0,0.175182481752,0.576642335766,0.240875912409,0.0072992700729899995,137,56.5265957447,0.6648572841170001,validation
2695,3980401611.jpg,0.00934579439252,0.373831775701,0.560747663551,0.056074766355099996,0.0,107,45.4782608696,0.597856631291,validation
2713,4000012271.jpg,0.0,0.0,0.145454545455,0.7181818181820001,0.13636363636399998,110,77.45,0.533216904167,validation
2721,4005014529.jpg,0.0,0.2,0.6,0.2,0.0,105,56.10679611649999,0.6354889093020001,validation
2725,4008219206.jpg,0.00925925925926,0.101851851852,0.666666666667,0.203703703704,0.0185185185185,108,57.6041666667,0.637131313107,validation
2732,4016398417.jpg,0.0,0.07,0.56,0.37,0.0,100,61.254464285699996,0.5945883900110001,validation
2733,4016639569.jpg,0.0,0.0408163265306,0.41836734693899996,0.479591836735,0.061224489795900006,98,66.0508849558,0.674518943214,validation
2740,4023245742.jpg,0.0,0.173076923077,0.682692307692,0.144230769231,0.0,104,53.550420168100004,0.56528591905,validation
2741,4023598688.jpg,0.0,0.17171717171700002,0.656565656566,0.17171717171700002,0.0,99,53.0733944954,0.5890150893739999,validation
2745,4029731030.jpg,0.019607843137299998,0.21568627450999997,0.647058823529,0.117647058824,0.0,102,50.95,0.629933450615,validation
2753,4037555676.jpg,0.192660550459,0.669724770642,0.137614678899,0.0,0.0,109,24.1419491525,0.5746957711330001,validation
2756,404033442.jpg,0.0,0.0377358490566,0.61320754717,0.34905660377400005,0.0,106,62.8050847458,0.540955196581,validation
2769,4046716515.jpg,0.015503875969,0.45736434108499996,0.519379844961,0.0077519379845,0.0,129,41.0534351145,0.5463054204410001,validation
2779,405908679.jpg,0.0,0.0629370629371,0.601398601399,0.307692307692,0.027972027971999998,143,65.2281879195,0.628377802333,validation
2783,4067961238.jpg,0.006944444444439999,0.520833333333,0.465277777778,0.006944444444439999,0.0,144,40.087931034499995,0.5281508107949999,validation
2784,4068780416.jpg,0.00970873786408,0.349514563107,0.601941747573,0.038834951456300004,0.0,103,43.9868421053,0.566868756027,validation
2791,4078925567.jpg,0.013333333333299998,0.36,0.62,0.00666666666667,0.0,150,44.6539735099,0.526734909067,validation
2802,4086204414.jpg,0.148514851485,0.653465346535,0.19801980198,0.0,0.0,101,27.625,0.589512300529,validation
2807,409233389.jpg,0.027027027026999998,0.30630630630600003,0.585585585586,0.0810810810811,0.0,111,46.0576923077,0.649071661139,validation
2814,4095383312.jpg,0.0380952380952,0.46666666666699996,0.428571428571,0.06666666666669999,0.0,105,39.4495412844,0.6807128347329999,validation
2819,4099198318.jpg,0.00990099009901,0.19801980198,0.663366336634,0.12871287128699999,0.0,101,49.743119266099995,0.601647902032,validation
2821,4100631766.jpg,0.0,0.43137254901999994,0.509803921569,0.0588235294118,0.0,102,42.0986238532,0.595720191934,validation
2825,4106517753.jpg,0.0,0.0181818181818,0.281818181818,0.690909090909,0.00909090909091,110,75.108974359,0.520152668934,validation
2830,4110400471.jpg,0.0,0.0857142857143,0.638095238095,0.27619047619000003,0.0,105,59.754347826099995,0.5733712399090001,validation
2838,411787882.jpg,0.0,0.0,0.298076923077,0.634615384615,0.06730769230769999,104,75.4652173913,0.561391634768,validation
2845,4127387822.jpg,0.0,0.0,0.304761904762,0.638095238095,0.0571428571429,105,75.53448275859999,0.55089005571,validation
2850,4132558989.jpg,0.0,0.00961538461538,0.288461538462,0.625,0.0769230769231,104,75.8340707965,0.594975225572,validation
2855,4138608778.jpg,0.0,0.0377358490566,0.528301886792,0.43396226415100003,0.0,106,65.7415254237,0.5636487471399999,validation
2873,415283727.jpg,0.00970873786408,0.23300970873799998,0.582524271845,0.165048543689,0.00970873786408,103,49.98893805310001,0.6897304947149999,validation
2885,4162338388.jpg,0.00943396226415,0.0660377358491,0.471698113208,0.452830188679,0.0,106,66.5373831776,0.6521097146679999,validation
2912,418145002.jpg,0.0,0.09708737864080001,0.621359223301,0.281553398058,0.0,103,58.6714285714,0.589908148642,validation
2925,4193122125.jpg,0.0,0.0384615384615,0.644230769231,0.317307692308,0.0,104,59.725,0.529823762038,validation
2926,4193696727.jpg,0.00925925925926,0.12962962963,0.7037037037039999,0.15740740740700002,0.0,108,56.163135593199996,0.571853362852,validation
2928,4194035905.jpg,0.0,0.045871559633,0.37614678899099996,0.54128440367,0.0366972477064,109,70.6418918919,0.643586197816,validation
2949,4214550696.jpg,0.018018018018,0.09009009009010001,0.630630630631,0.252252252252,0.00900900900901,111,56.8130434783,0.6584671848920001,validation
2956,4217243298.jpg,0.00990099009901,0.158415841584,0.5643564356440001,0.247524752475,0.019801980198,101,55.756637168100006,0.7197359251700001,validation
2973,4237536969.jpg,0.0,0.007246376811590001,0.34782608695699996,0.63768115942,0.007246376811590001,138,75.42068965520001,0.509769156826,validation
3006,4259140344.jpg,0.010101010100999999,0.08080808080810001,0.767676767677,0.141414141414,0.0,99,54.663551401899994,0.51347539176,validation
3021,4270574025.jpg,0.0693069306931,0.425742574257,0.475247524752,0.029702970297,0.0,101,39.175,0.671779077311,validation
3056,4299890430.jpg,0.0,0.0747663551402,0.616822429907,0.308411214953,0.0,107,62.6148648649,0.5759232006639999,validation
3059,430051470.jpg,0.0,0.07092198581560001,0.68085106383,0.248226950355,0.0,141,62.285714285699996,0.538300074882,validation
3061,4304984630.jpg,0.0,0.047619047619,0.542857142857,0.390476190476,0.0190476190476,105,63.7995689655,0.61050030525,validation
3062,4305975001.jpg,0.0,0.00980392156863,0.264705882353,0.6764705882350001,0.0490196078431,102,73.9977678571,0.548200848288,validation
3068,4311062470.jpg,0.0,0.0181818181818,0.636363636364,0.327272727273,0.0181818181818,110,64.5394736842,0.549167236712,validation
3077,4320399633.jpg,0.0,0.07407407407410001,0.675925925926,0.25,0.0,108,61.707547169799994,0.5439334707760001,validation
3097,4336460350.jpg,0.0,0.0,0.326732673267,0.6732673267329999,0.0,101,75.3236607143,0.471357844765,validation
3102,4338156096.jpg,0.0,0.0366972477064,0.577981651376,0.366972477064,0.0183486238532,109,64.421875,0.5878484066790001,validation
3112,434605634.jpg,0.0,0.0,0.371428571429,0.580952380952,0.047619047619,105,70.05818965520001,0.5632194219100001,validation
3117,4347675881.jpg,0.008849557522120001,0.274336283186,0.530973451327,0.18584070796500002,0.0,113,50.076923076899995,0.699015019489,validation
3138,4365387751.jpg,0.0,0.0380952380952,0.4,0.5619047619049999,0.0,105,67.2946428571,0.5733712399090001,validation
3142,4370988573.jpg,0.0377358490566,0.556603773585,0.320754716981,0.0849056603774,0.0,106,39.0609243697,0.7055167032100002,validation
3156,4388983100.jpg,0.047619047619,0.619047619048,0.32380952381,0.00952380952381,0.0,105,32.5878378378,0.570489154549,validation
3183,4408351965.jpg,0.0,0.0588235294118,0.627450980392,0.294117647059,0.019607843137299998,102,61.1681034483,0.599618075559,validation
3190,441241455.jpg,0.00793650793651,0.365079365079,0.603174603175,0.0238095238095,0.0,126,45.0,0.543533413351,validation
3202,4423525827.jpg,0.0190476190476,0.266666666667,0.657142857143,0.0571428571429,0.0,105,47.7242990654,0.584757549709,validation
3212,4430414110.jpg,0.0,0.00925925925926,0.111111111111,0.75,0.12962962963,108,79.34033613449999,0.529503382214,validation
3215,4432502474.jpg,0.0,0.049504950495,0.6336633663369999,0.316831683168,0.0,101,59.506880733900005,0.5457305032509999,validation
3218,4435718106.jpg,0.0280373831776,0.14953271027999998,0.654205607477,0.168224299065,0.0,107,55.352941176499996,0.657686534912,validation
3220,4436002363.jpg,0.030303030303,0.222222222222,0.606060606061,0.141414141414,0.0,99,51.220873786400006,0.6852692158310001,validation
3235,4448002516.jpg,0.0,0.00952380952381,0.447619047619,0.504761904762,0.0380952380952,105,71.2364864865,0.5860090386729999,validation
3246,4463467980.jpg,0.0,0.0,0.17592592592599998,0.583333333333,0.240740740741,108,80.81875,0.645229049357,validation
3254,4471526544.jpg,0.0,0.0733944954128,0.605504587156,0.321100917431,0.0,109,61.82627118640001,0.579846137043,validation
3264,4480082097.jpg,0.0,0.0,0.227272727273,0.736363636364,0.0363636363636,110,76.3782051282,0.478826059576,validation
3287,450063799.jpg,0.0,0.117647058824,0.56862745098,0.313725490196,0.0,102,61.3472222222,0.629933450615,validation
3292,450338979.jpg,0.679611650485,0.300970873786,0.0194174757282,0.0,0.0,103,7.278761061950001,0.515512272505,validation
3303,4512123861.jpg,0.0,0.0151515151515,0.386363636364,0.5984848484849999,0.0,132,74.2423664122,0.524828822209,validation
3304,4512474932.jpg,0.0,0.0194174757282,0.320388349515,0.640776699029,0.0194174757282,103,74.86805555560001,0.552239612286,validation
3320,4525459727.jpg,0.0,0.00943396226415,0.28301886792500003,0.6698113207549999,0.0377358490566,106,76.6,0.539874532028,validation
3329,4530384020.jpg,0.0,0.0654205607477,0.598130841121,0.33644859813100003,0.0,107,63.6214285714,0.575770090678,validation
3349,4545054058.jpg,0.21296296296300002,0.675925925926,0.111111111111,0.0,0.0,108,24.7012711864,0.562700677637,validation
3354,4550104555.jpg,0.0,0.0309278350515,0.432989690722,0.525773195876,0.0103092783505,97,69.42647058819999,0.579392678836,validation
3362,4562682674.jpg,0.0181818181818,0.527272727273,0.4,0.0545454545455,0.0,110,39.8928571429,0.631663807711,validation
3367,4565683087.jpg,0.0,0.018691588785,0.214953271028,0.6728971962620001,0.09345794392519999,107,80.36805555560001,0.601092287365,validation
3375,4571847379.jpg,0.0,0.214953271028,0.654205607477,0.130841121495,0.0,107,53.151785714300004,0.5847349879829999,validation
3376,4571937568.jpg,0.0,0.14285714285700002,0.695238095238,0.161904761905,0.0,105,56.289473684200004,0.554369919211,validation
3396,4585233162.jpg,0.0384615384615,0.41346153846199996,0.43269230769199996,0.105769230769,0.00961538461538,104,43.9717391304,0.7639663021549999,validation
3399,4586793310.jpg,0.00925925925926,0.21296296296300002,0.694444444444,0.08333333333330001,0.0,108,50.569327731099996,0.56062073099,validation
3423,4602769821.jpg,0.0,0.0,0.18691588785,0.766355140187,0.046728971962599994,107,75.3886554622,0.46477014263800004,validation
3442,4617163865.jpg,0.09278350515460002,0.7113402061859999,0.19587628866,0.0,0.0,97,28.904411764699997,0.5300262588319999,validation
3458,4631640521.jpg,0.0,0.0,0.255102040816,0.7040816326530001,0.0408163265306,98,73.7168141593,0.502570711032,validation
3462,463426919.jpg,0.0185185185185,0.62962962963,0.33333333333299997,0.0185185185185,0.0,108,35.2478991597,0.552222608757,validation
3468,4638196012.jpg,0.0,0.009174311926610001,0.22935779816500002,0.7522935779819999,0.009174311926610001,109,73.7898230088,0.46941813014,validation
3499,4669754441.jpg,0.0,0.0,0.25,0.721153846154,0.028846153846200002,104,73.6717391304,0.481839734247,validation
3523,4683892759.jpg,0.0,0.158415841584,0.732673267327,0.108910891089,0.0,101,52.4275700935,0.517227950207,validation
3530,4688672987.jpg,0.0,0.11320754717,0.528301886792,0.358490566038,0.0,106,61.2943925234,0.644557001871,validation
3537,4691973869.jpg,0.108910891089,0.554455445545,0.29702970297,0.039603960396,0.0,101,34.0,0.705564867449,validation
3547,4698449914.jpg,0.0153846153846,0.361538461538,0.607692307692,0.0153846153846,0.0,130,43.7891791045,0.546523680705,validation
3549,4698931028.jpg,0.0,0.0267857142857,0.544642857143,0.428571428571,0.0,112,65.5192307692,0.544585492897,validation
3562,4706726398.jpg,0.0277777777778,0.388888888889,0.564814814815,0.0185185185185,0.0,108,40.935840708,0.5833147897959999,validation
3565,47095522.jpg,0.0,0.056074766355099996,0.429906542056,0.476635514019,0.0373831775701,107,67.4194915254,0.664090124818,validation
3566,4710464067.jpg,0.0,0.0,0.306930693069,0.6435643564360001,0.049504950495,101,73.3918918919,0.5413587599090001,validation
3571,4714778162.jpg,0.0,0.0,0.650485436893,0.339805825243,0.00970873786408,103,65.66428571430001,0.502042278745,validation
3572,4714961173.jpg,0.0,0.08333333333330001,0.49074074074100005,0.407407407407,0.0185185185185,108,66.28605769229999,0.662173330971,validation
3573,4718032191.jpg,0.0,0.08035714285710001,0.696428571429,0.223214285714,0.0,112,58.8205128205,0.534522483825,validation
3585,4728497082.jpg,0.0,0.0,0.439252336449,0.551401869159,0.00934579439252,107,70.8453389831,0.516010631979,validation
3595,4733042196.jpg,0.0,0.017699115044200003,0.22123893805300002,0.7345132743359999,0.026548672566400002,113,73.6282051282,0.517701816367,validation
3597,4735563555.jpg,0.0,0.00952380952381,0.514285714286,0.47619047618999993,0.0,105,68.36238532109999,0.5201084699490001,validation
3615,4750416133.jpg,0.0,0.0642201834862,0.45871559633000003,0.45871559633000003,0.0183486238532,109,65.6016949153,0.643586197816,validation
3622,4761802851.jpg,0.019607843137299998,0.264705882353,0.617647058824,0.0980392156863,0.0,102,50.197247706400006,0.634615893716,validation
3650,4781552174.jpg,0.0,0.0392156862745,0.49019607843099994,0.460784313725,0.00980392156863,102,68.2110091743,0.589907349862,validation
3652,4782546865.jpg,0.0,0.017699115044200003,0.486725663717,0.486725663717,0.008849557522120001,113,67.0693277311,0.552834324313,validation
3655,4782987041.jpg,0.0,0.0,0.17431192660599998,0.697247706422,0.128440366972,109,79.03125,0.5508465051529999,validation
3657,4786690796.jpg,0.035087719298199996,0.587719298246,0.368421052632,0.00877192982456,0.0,114,36.565126050399996,0.564157389393,validation
3658,4787504766.jpg,0.0,0.0555555555556,0.666666666667,0.277777777778,0.0,108,62.151315789499996,0.535354425937,validation
3662,4791175187.jpg,0.0,0.08411214953269999,0.570093457944,0.33644859813100003,0.00934579439252,107,61.1764705882,0.6229887405919999,validation
3674,4804146129.jpg,0.0392156862745,0.421568627451,0.5,0.0392156862745,0.0,102,39.8819444444,0.639795273992,validation
3688,4819833644.jpg,0.16814159292,0.778761061947,0.0530973451327,0.0,0.0,113,23.600840336100003,0.45810581258599997,validation
3709,4840518597.jpg,0.0,0.148514851485,0.584158415842,0.25742574257399997,0.00990099009901,101,56.1766055046,0.658230451083,validation
3718,4846003639.jpg,0.008,0.08800000000000001,0.752,0.152,0.0,125,57.938524590200004,0.521412473711,validation
3721,4847954914.jpg,0.0077519379845,0.15503875969,0.7054263565889999,0.131782945736,0.0,129,54.49609375,0.564622395599,validation
3738,486170909.jpg,0.0,0.125,0.7115384615379999,0.153846153846,0.00961538461538,104,56.540178571400006,0.563963224242,validation
3759,4877994171.jpg,0.00961538461538,0.144230769231,0.625,0.201923076923,0.0192307692308,104,54.290540540500004,0.6782660315539999,validation
3767,4883254364.jpg,0.0,0.00990099009901,0.435643564356,0.534653465347,0.019801980198,101,68.3258928571,0.5552628491830001,validation
3774,4886277173.jpg,0.11650485436899999,0.669902912621,0.21359223301,0.0,0.0,103,30.025,0.569047417074,validation
3775,4886518096.jpg,0.00925925925926,0.231481481481,0.638888888889,0.12037037037000001,0.0,108,50.923076923100005,0.6128315252709999,validation
3778,4887754576.jpg,0.0,0.201923076923,0.701923076923,0.0961538461538,0.0,104,51.01106194689999,0.5382147626129999,validation
3782,4890086996.jpg,0.0,0.037037037037,0.7037037037039999,0.259259259259,0.0,108,59.9911504425,0.499220576299,validation
3791,4900565313.jpg,0.00952380952381,0.304761904762,0.6,0.0857142857143,0.0,105,49.4485294118,0.612746175392,validation
3807,4908270930.jpg,0.0,0.31,0.65,0.04,0.0,100,46.3371559633,0.5290548080290001,validation
3813,4912317009.jpg,0.0,0.0,0.288461538462,0.663461538462,0.0480769230769,104,76.2617924528,0.530528081075,validation
3819,4918979865.jpg,0.0,0.00952380952381,0.438095238095,0.542857142857,0.00952380952381,105,68.07608695649999,0.536745040122,validation
3823,4921474940.jpg,0.0,0.046728971962599994,0.598130841121,0.34579439252300004,0.00934579439252,107,63.0306603774,0.576229298586,validation
3827,4922576334.jpg,0.0,0.0185185185185,0.509259259259,0.444444444444,0.0277777777778,108,68.4601769912,0.587748459794,validation
3833,4924398774.jpg,0.0377358490566,0.245283018868,0.547169811321,0.169811320755,0.0,106,51.457589285699996,0.7405590273270001,validation
3837,4926447658.jpg,0.0,0.06,0.71,0.23,0.0,100,59.9610091743,0.51355367172,validation
3847,4936086328.jpg,0.0,0.0,0.320754716981,0.660377358491,0.0188679245283,106,73.1875,0.500852821662,validation
3850,494015270.jpg,0.01,0.23,0.59,0.17,0.0,100,50.9541284404,0.661800421562,validation
3868,4950276392.jpg,0.018691588785,0.504672897196,0.467289719626,0.00934579439252,0.0,107,39.4768907563,0.554871343397,validation
3870,4952399474.jpg,0.0,0.0990990990991,0.684684684685,0.21621621621599998,0.0,111,59.8260869565,0.5516708296989999,validation
3873,4953755434.jpg,0.0,0.138613861386,0.6435643564360001,0.217821782178,0.0,101,58.45,0.5946960285189999,validation
3903,4975468754.jpg,0.0,0.029702970297,0.514851485149,0.435643564356,0.019801980198,101,63.74541284399999,0.591189437063,validation
3907,4976142964.jpg,0.0,0.17346938775499998,0.6938775510199999,0.132653061224,0.0,98,52.655405405399996,0.554612660358,validation
3914,4980059014.jpg,0.0,0.0769230769231,0.701923076923,0.211538461538,0.00961538461538,104,60.286764705900005,0.5533521986159999,validation
3920,498265046.jpg,0.009174311926610001,0.605504587156,0.385321100917,0.0,0.0,109,36.8875,0.505323343966,validation
3937,499095228.jpg,0.0,0.00990099009901,0.108910891089,0.653465346535,0.227722772277,101,81.9862385321,0.6083576332230001,validation
3941,4992884384.jpg,0.0,0.008849557522120001,0.29203539823,0.699115044248,0.0,113,70.3846153846,0.48328574100500005,validation
3946,4996581735.jpg,0.0,0.0,0.11818181818199999,0.745454545455,0.13636363636399998,110,78.6470588235,0.506504810048,validation
3956,5001719293.jpg,0.0471698113208,0.528301886792,0.39622641509400003,0.0283018867925,0.0,106,36.936440678000004,0.629108240922,validation
3960,5003482891.jpg,0.0,0.00943396226415,0.5,0.490566037736,0.0,106,67.4194915254,0.5206430470000001,validation
3962,5005406987.jpg,0.0,0.0188679245283,0.518867924528,0.43396226415100003,0.0283018867925,106,67.6991525424,0.5889061234880001,validation
3967,5008940426.jpg,0.0,0.0535714285714,0.714285714286,0.23214285714299998,0.0,112,59.878205128199994,0.506076334275,validation
3969,5012894248.jpg,0.0,0.0285714285714,0.5714285714289999,0.390476190476,0.00952380952381,105,65.92391304350001,0.561264924094,validation
3979,5016823142.jpg,0.0102040816327,0.265306122449,0.6122448979590001,0.112244897959,0.0,98,49.2184466019,0.626321451739,validation
3991,5024762120.jpg,0.0,0.0,0.24,0.71,0.05,100,76.2162162162,0.50642338657,validation
3993,5026427468.jpg,0.0,0.047619047619,0.590476190476,0.352380952381,0.00952380952381,105,64.0586956522,0.580040417942,validation
4002,5032946224.jpg,0.0275229357798,0.467889908257,0.467889908257,0.0366972477064,0.0,109,40.9915254237,0.617861888245,validation
4015,5040853192.jpg,0.23809523809500002,0.638095238095,0.114285714286,0.00952380952381,0.0,105,23.7896039604,0.61899126258,validation
4017,5043851130.jpg,0.0686274509804,0.49019607843099994,0.382352941176,0.0588235294118,0.0,102,38.5216346154,0.71073527569,validation
4033,5062026548.jpg,0.0380952380952,0.447619047619,0.47619047618999993,0.0380952380952,0.0,105,38.5592105263,0.637215784522,validation
4044,5065354809.jpg,0.0,0.023255813953499998,0.5503875968990001,0.42635658914700003,0.0,129,67.7795275591,0.537926863131,validation
4061,5078922181.jpg,0.0,0.100917431193,0.715596330275,0.183486238532,0.0,109,56.171875,0.529297934147,validation
4064,5081637571.jpg,0.0,0.233644859813,0.663551401869,0.10280373831800001,0.0,107,50.9852941176,0.56775147615,validation
4068,5083763203.jpg,0.0,0.42718446601899995,0.533980582524,0.038834951456300004,0.0,103,42.7610619469,0.564175777586,validation
4076,5091924028.jpg,0.145833333333,0.6875,0.166666666667,0.0,0.0,96,25.830882352899998,0.561561107265,validation
4077,5092945872.jpg,0.08333333333330001,0.777777777778,0.138888888889,0.0,0.0,108,28.775,0.470301818647,validation
4085,5097621606.jpg,0.0,0.04,0.61,0.34,0.01,100,62.2316513761,0.566399223877,validation
4093,5105331099.jpg,0.415094339623,0.537735849057,0.0471698113208,0.0,0.0,106,15.8058035714,0.574464084801,validation
4097,5107763844.jpg,0.0,0.047619047619,0.533333333333,0.419047619048,0.0,105,65.3823529412,0.576079970029,validation
4103,5117589590.jpg,0.0,0.00961538461538,0.43269230769199996,0.528846153846,0.028846153846200002,104,69.51086956520001,0.569317555906,validation
4104,5118376207.jpg,0.0,0.038834951456300004,0.640776699029,0.291262135922,0.0291262135922,103,65.05,0.594568985651,validation
4114,5124446081.jpg,0.0,0.056603773584900006,0.547169811321,0.339622641509,0.056603773584900006,106,64.0882352941,0.685624432568,validation
4124,5130720224.jpg,0.0,0.0,0.336633663366,0.623762376238,0.039603960396,101,73.6458333333,0.539343201597,validation
4128,5132091056.jpg,0.0747663551402,0.411214953271,0.476635514019,0.0373831775701,0.0,107,41.0088495575,0.6915363589200001,validation
4136,513723164.jpg,0.00970873786408,0.126213592233,0.708737864078,0.15533980582499998,0.0,103,56.1216814159,0.568712781692,validation
4173,5165838001.jpg,0.0,0.0,0.387387387387,0.603603603604,0.00900900900901,111,71.72435897439999,0.5054980272249999,validation
4183,5170858607.jpg,0.00970873786408,0.038834951456300004,0.553398058252,0.39805825242700005,0.0,103,65.3794642857,0.6031518206800001,validation
4190,517369320.jpg,0.0,0.0381679389313,0.7709923664120001,0.19083969465599998,0.0,131,60.0,0.455281526476,validation
4193,5175429795.jpg,0.0,0.0,0.33333333333299997,0.666666666667,0.0,105,74.7958715596,0.473665466716,validation
4208,5184701000.jpg,0.183486238532,0.633027522936,0.183486238532,0.0,0.0,109,24.530434782600004,0.60858061945,validation
4231,5197308883.jpg,0.0,0.0471698113208,0.38679245283,0.5,0.0660377358491,106,69.3072033898,0.688240330786,validation
4251,5211888253.jpg,0.115384615385,0.701923076923,0.182692307692,0.0,0.0,104,28.7775229358,0.5444231484800001,validation
4253,5212639990.jpg,0.0,0.030303030303,0.646464646465,0.32323232323199996,0.0,99,60.4908256881,0.5200573997469999,validation
4275,5224316825.jpg,0.12037037037000001,0.574074074074,0.296296296296,0.00925925925926,0.0,108,30.915887850500003,0.647905804469,validation
4296,5235352004.jpg,0.0,0.446601941748,0.49514563106799997,0.058252427184499994,0.0,103,42.6880530973,0.597921394741,validation
4303,5240740919.jpg,0.00943396226415,0.0471698113208,0.660377358491,0.27358490566,0.00943396226415,106,61.254464285699996,0.59012539213,validation
4305,5243003019.jpg,0.0,0.38679245283,0.61320754717,0.0,0.0,106,43.8580508475,0.489329078423,validation
